Line Start,Line End,Rhyme Type,Words
1131,1132,M,veze / rese
1133,1134,M,shoon / noon
1135,1136,M,discerne / eterne
1137,1138,M,endelong / strong
1139,1140,M,sustene / shene
1141,1142,M,ymaginyng / compassyng
1143,1144,M,gleede / drede
1145,1146,M,cloke / smoke
1147,1148,M,bedde / bibledde
1149,1150,M,manace / place
1151,1152,M,ther / heer
1153,1154,E,a-nyght / upright
1155,1156,F,meschaunce / contenaunce
1157,1158,M,rage / outrage
1159,1160,F,ycorve / ystorve
1161,1162,M,yraft / laft
1163,1164,F,hoppesteres / beres
1165,1166,F,cradel / ladel
1167,1168,M,marte / carte
1169,1170,E,adoun / divisioun
1171,1172,M,smyth / styth
1173,1174,M,tour / honour
1175,1176,M,heed / threed
1177,1178,M,julius / antonius
1179,1180,M,unborn / ther-biforn
1181,1182,M,figure / portreiture
1183,1184,M,above / love
1185,1186,M,olde / wolde
1187,1188,M,stood / wood
1189,1190,F,figures / scriptures
1191,1192,M,rubeus / thus
1193,1194,M,feet / eet
1195,1196,F,storie / glorie
1197,1198,M,chaste / haste
1199,1200,M,descripsioun / doun
1201,1202,M,chastitee / calistopee
1203,1204,M,here / bere
1205,1206,M,loode-sterre / ferre
1207,1208,M,see / tree
1209,1210,M,diane / dane
1211,1212,F,ymaked / naked
1213,1214,M,caught / naught
1215,1216,M,moor / boor
1217,1218,M,mo / wo
1219,1220,F,storie / memorie
1221,1222,M,seet / feet
1223,1224,M,moone / soone
1225,1226,M,was / cas
1227,1228,E,adoun / regioun
1229,1230,M,biforn / unborn
1231,1232,M,calle / alle
1233,1234,M,wroghte / boghte
1235,1236,M,theseus / thus
1237,1238,M,deel / weel
1239,1240,M,lite / arcite
1241,1242,M,retournynge / brynge
1243,1244,M,tolde / holde
1245,1246,M,knyghtes / rightes
1247,1248,M,man / bigan
1249,1250,M,hond / lond
1251,1252,M,compaignye / chivalrye
1253,1254,M,name / game
1255,1256,M,was / cas
1257,1258,M,knyght / myght
1259,1260,M,elleswhere / there
1261,1262,M,benedicitee / see
1263,1264,M,palamon / on
1265,1266,E,haubergeoun / gypoun
1267,1268,M,large / targe
1269,1270,M,weel / steel
1271,1272,M,old / told
1273,1274,E,opinioun / palamoun
1275,1276,M,trace / face
1277,1278,M,heed / reed
1279,1280,M,aboute / stoute
1281,1282,M,stronge / longe
1283,1284,M,contree / he
1285,1286,M,trays / harnays
1287,1288,M,gold / old
1289,1290,M,bak / blak
1291,1292,M,wighte / brighte
1293,1294,M,dyamauntz / alauntz
1295,1296,M,steer / deer
1297,1298,M,ybounde / rounde
1299,1300,M,route / stoute
1301,1302,M,fynde / inde
1303,1304,M,steel / weel
1305,1306,M,mars / tars
1307,1308,M,grete / ybete
1309,1310,F,hangynge / sparklynge
1311,1312,M,yronne / sonne
1313,1314,M,citryn / sangwyn
1315,1316,F,yspreynd / ymeynd
1317,1318,M,caste / caste
1319,1320,M,sprynge / thonderynge
1321,1322,M,grene / sene
1323,1324,M,deduyt / whyt
1325,1326,M,there / gere
1327,1328,F,thynges / kynges
1329,1330,M,compaignye / chivalrye
1331,1332,M,part / leopart
1333,1334,M,some / come
1335,1336,M,alight / knyght
1337,1338,M,citee / degree
1339,1340,M,labour / honour
1341,1342,M,wit / it
1343,1344,M,feeste / leeste
1345,1346,M,paleys / deys
1347,1348,M,daunsynge / synge
1349,1350,M,love / above
1351,1352,E,adoun / mencioun
1353,1354,M,beste / leste
1355,1356,M,sprynge / synge
1357,1358,M,two / tho
1359,1360,M,corage / pilgrymage
1361,1362,M,benigne / digne
1363,1364,M,pas / was
1365,1366,M,cheere / heere
1367,1368,M,venus / vulcanus
1369,1370,E,citheron / adoon
1371,1372,M,smerte / herte
1373,1374,M,telle / helle
1375,1376,M,biwreye / seye
1377,1378,M,weele / feele
1379,1380,M,soore / everemoore
1381,1382,M,be / chastitee
1383,1384,M,helpe / yelpe
1385,1386,F,victorie / glorie
1387,1388,M,doun / possessioun
1389,1390,M,servyse / wyse
1391,1392,M,be / me
1393,1394,F,armes / armes
1395,1396,M,above / love
1397,1398,M,everemo / go
1399,1400,M,beete / sweete
1401,1402,M,spere / bere
1403,1404,M,lyf / wyf
1405,1406,M,preyere / deere
1407,1408,F,palamon / anon
1409,1410,F,circumstaunces / observaunces
1411,1412,M,shook / took
1413,1414,M,day / delay
1415,1416,M,boone / soone
1417,1418,M,palamon / gon
1419,1420,M,emelye / hye
1421,1422,M,ladde / hadde
1423,1424,M,al / shal
1425,1426,M,gyse / sacrifise
1427,1428,M,faire / debonaire
1429,1430,M,welle / telle
1431,1432,M,general / al
1433,1434,M,charge / large
1435,1436,M,al / cerial
1437,1438,M,meete / beete
1439,1440,M,biholde / olde
1441,1442,M,cheere / heere
1443,1444,M,grene / sene
1445,1446,M,lowe / knowe
1447,1448,M,desire / ire
1449,1450,M,cruelly / I
1451,1452,M,lyf / wyf
1453,1454,M,compaignye / venerye
1455,1456,M,wilde / childe
1457,1458,M,man / kan
1459,1460,M,thee / me
1461,1462,M,soore / moore
1463,1464,M,two / so
1465,1466,M,desir / fir
1467,1468,M,place / grace
1469,1470,M,so / two
1471,1472,M,me / chastitee
1473,1474,M,falle / alle
1475,1476,M,conserve / serve
1477,1478,M,cleere / preyere
